accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall,learning_rate
0.3232758641242981,7.385663032531738,0.3341067433357239,0.1909814327955246,0.33776596188545227,6.478385925292969,0.0,0.0,0.0010000000474974513
0.37997347116470337,6.13857364654541,0.4103066027164459,0.20855437219142914,0.33776596188545227,5.415238857269287,0.0,0.0,0.0010000000474974513
0.4038461446762085,5.052858829498291,0.4467625916004181,0.2059018611907959,0.33776596188545227,4.510998725891113,0.0,0.0,0.0010000000474974513
0.42340847849845886,4.157542705535889,0.47108712792396545,0.20258620381355286,0.33510637283325195,3.757730722427368,0.0,0.0,0.0010000000474974513
0.4210875332355499,3.4911892414093018,0.4745042622089386,0.22214853763580322,0.33510637283325195,3.207383155822754,0.0,0.0,0.0010000000474974513
0.4542440176010132,2.9842493534088135,0.5299707651138306,0.24038460850715637,0.33776596188545227,2.7960214614868164,0.0,0.0,0.0010000000474974513
0.45855438709259033,2.5709946155548096,0.5363859534263611,0.21750663220882416,0.41090425848960876,2.4820075035095215,0.0,0.0,0.0010000000474974513
0.48309019207954407,2.2231285572052,0.5589706897735596,0.25928381085395813,0.333776593208313,2.208433151245117,0.0,0.0,0.0010000000474974513
0.4920424520969391,1.9572221040725708,0.5956552028656006,0.2818302512168884,0.3404255211353302,2.046226978302002,0.0,0.0,0.0010000000474974513
0.4983421862125397,1.7710715532302856,0.6105633974075317,0.2874668538570404,0.33510637283325195,1.8985456228256226,0.0,0.0,0.0010000000474974513
0.5265251994132996,1.6022677421569824,0.6495901346206665,0.3153183162212372,0.3404255211353302,1.747423529624939,0.0,0.0,0.0010000000474974513
0.5116047859191895,1.5241563320159912,0.6349999904632568,0.2947612702846527,0.33510637283325195,1.6917500495910645,0.0,0.0,0.0010000000474974513
0.5139257311820984,1.422126054763794,0.6702898740768433,0.3066976070404053,0.33510637283325195,1.6009596586227417,0.0,0.0,0.0010000000474974513
0.5460875034332275,1.3345746994018555,0.6943894624710083,0.34880635142326355,0.3617021143436432,1.574238657951355,1.0,0.017287233844399452,0.0010000000474974513
0.5361405611038208,1.2844655513763428,0.6874585151672363,0.34350132942199707,0.29654255509376526,1.565669298171997,0.0,0.0,0.0010000000474974513
0.5533819794654846,1.2206979990005493,0.6870137453079224,0.380636602640152,0.33510637283325195,1.5250660181045532,1.0,0.02393617108464241,0.0010000000474974513
0.5696286559104919,1.1694350242614746,0.720288097858429,0.3978779911994934,0.353723406791687,1.471295952796936,0.5783132314682007,0.06382978707551956,0.0010000000474974513
